Frame,Total_Brightness,Average_Brightness,Max_Value,Max_X,Max_Y
380,60439636,77.35263492,255,154,209
381,60359712,77.25034555,255,154,209
382,60412143,77.31744847,255,154,209
383,60357937,77.24807385,255,154,210
384,60345503,77.23216041,255,153,209
385,60348269,77.23570043,255,153,209
386,60330120,77.21247274,255,145,209
387,60349026,77.23666926,255,319,356
388,60364389,77.25633133,255,319,356
389,60324097,77.20476431,255,313,356
390,60292527,77.16435998,255,309,358
391,60276372,77.14368428,255,302,358
392,60273508,77.14001884,255,302,358
393,60269726,77.13517851,255,304,356
394,60301998,77.17648128,255,303,356
395,60269361,77.13471137,255,299,358
396,60287903,77.15844203,255,299,358
397,60318261,77.1972952,255,306,356
398,60249858,77.10975079,255,298,358
399,60315260,77.19345442,255,306,356
400,60274824,77.1417031,255,301,358
401,60273620,77.14016218,255,298,358
402,60276773,77.14419749,255,298,358
403,60279449,77.14762233,255,303,356
404,60334774,77.21842908,255,301,357
405,60316015,77.1944207,255,301,357
406,60243674,77.1018363,255,292,358
407,60240125,77.09729418,255,292,358
408,60196381,77.04130917,255,286,358
409,60256642,77.11843318,255,284,356
410,60247023,77.10612246,255,280,356
411,60272653,77.13892458,255,273,356
412,60270041,77.13558166,255,273,356
413,60233590,77.08893047,255,273,356
414,60244225,77.10254149,255,272,356
415,60260751,77.12369201,255,272,356
416,60246509,77.10546463,255,273,356
417,60242788,77.10070237,255,273,356
418,60221414,77.07334722,255,273,356
419,60266718,77.13132877,255,273,356
420,60271748,77.13776633,255,273,356
421,60289473,77.16045137,255,272,356
422,60228308,77.08217039,255,272,356
423,60233984,77.08943472,255,273,356
424,60239745,77.09680784,255,271,356
425,60252061,77.11257026,255,271,356
426,60235853,77.09182673,255,267,356
427,60194403,77.03877766,255,262,356
428,60219555,77.07096801,255,258,356
429,60228287,77.08214352,255,250,356
430,60241139,77.09859193,255,250,356
431,60265648,77.12995935,255,250,356
432,60238077,77.09467308,255,247,356
433,60280772,77.14931555,255,244,357
434,60275399,77.142439,255,247,356
435,60296757,77.16977367,255,244,357
436,60293653,77.16580107,255,244,357
437,60246159,77.10501669,255,242,356
438,60238248,77.09489193,255,242,356
439,60256282,77.11797244,255,242,356
440,60273700,77.14026457,255,242,356
441,60272828,77.13914855,255,242,356
442,60265938,77.1303305,255,242,356
443,60252565,77.1132153,255,242,356
444,60241408,77.0989362,255,240,356
445,60255697,77.11722374,255,240,356
446,60228501,77.0824174,255,238,356
447,60214561,77.06457653,255,236,356
448,60238341,77.09501096,255,227,356
449,60239028,77.0958902,255,227,356
450,60212518,77.06196183,255,222,356
451,60187032,77.02934401,255,216,356
452,60222471,77.07470001,255,221,356
453,60222108,77.07423543,255,214,356
454,60223063,77.07545767,255,214,356
455,60208776,77.0571727,255,216,356
456,60181030,77.02166245,255,215,356
457,60203245,77.05009394,255,216,356
458,60196234,77.04112103,255,216,356
459,60206543,77.05431483,255,216,356
460,60219044,77.07031402,255,215,356
461,60201148,77.04741013,255,215,356
462,60216027,77.06645276,255,218,357
463,60247561,77.10681101,255,212,356
464,59487331,76.13384365,255,211,356
465,60203378,77.05026416,255,211,356
466,60175301,77.01433029,255,208,356
467,60140428,76.96969868,255,206,356
468,60167236,77.00400844,255,196,356
469,60184368,77.02593453,255,192,356
470,60186336,77.02845325,255,192,356
471,60173070,77.01147498,255,274,438
472,60177742,77.01745436,255,270,438
473,60185877,77.0278658,255,270,438
474,60166042,77.00248032,255,270,438
475,60166587,77.00317783,255,271,438
476,60166228,77.00271837,255,271,438
477,60187176,77.0295283,255,270,438
478,60187260,77.02963581,255,270,438
479,60171006,77.00883341,255,270,438
480,60179151,77.01925765,255,273,438
481,60178116,77.01793302,255,273,438
482,60178761,77.01875851,255,273,438
483,60175253,77.01426886,255,270,438
484,60115618,76.93794602,255,270,439
485,60192153,77.03589803,255,269,438
486,60148805,76.98041984,255,265,438
487,60169377,77.00674856,255,265,438
488,60201023,77.04725015,255,261,438
489,60140922,76.97033091,255,255,438
490,60107912,76.92808363,255,251,440
491,60156357,76.99008513,255,245,440
492,60162841,76.99838357,255,245,440
493,60194337,77.03869319,255,241,438
494,60207151,77.05509297,255,238,438
495,60211585,77.06076775,255,236,440
496,60207727,77.05583015,255,236,440
497,60208760,77.05715222,255,236,440
498,60241802,77.09944046,255,239,438
499,60235294,77.0911113,255,239,438
500,60179973,77.02030967,255,239,442
501,60189150,77.03205469,255,239,442
502,60199344,77.04510131,255,237,440
503,60216764,77.067396,255,239,442
504,60276664,77.14405799,255,238,438
505,60207233,77.05519791,255,234,440
506,60207619,77.05569193,255,234,440
507,60189831,77.03292626,255,232,440
508,60232455,77.08747786,255,230,438
509,60247061,77.1061711,255,224,441
510,60147954,76.9793307,255,221,442
511,60148954,76.98061053,255,221,442
512,60146535,76.97751462,255,447,462
513,60168938,77.00618671,255,442,462
514,60227981,77.08175189,255,546,460
515,60229697,77.08394808,255,439,462
516,60214866,77.06496688,255,526,462
517,60262330,77.12571287,255,544,460
518,60200579,77.04668191,255,542,462
519,60265522,77.12979809,255,544,461
520,60227704,77.08139737,255,439,462
521,60201403,77.04773649,255,546,462
522,60288938,77.15976666,255,544,461
523,60207937,77.05609892,255,543,462
524,60287873,77.15840364,255,546,460
525,60221509,77.07346881,255,441,462
526,60200019,77.0459652,255,543,460
527,60263825,77.12762622,255,539,460
528,60153276,76.98614197,255,515,462
529,60235947,77.09194704,255,425,462
530,60166693,77.00331349,255,421,462
531,60163703,76.99948679,255,503,462
532,60243079,77.1010748,255,518,460
533,60152667,76.98536255,255,515,462
534,60176391,77.01572531,255,501,462
535,60178738,77.01872907,255,501,462
536,60195549,77.04024435,255,523,460
537,60220052,77.07160409,255,518,460
538,55420705,70.92924188,255,495,462
539,60254568,77.1157788,255,521,460
540,60175607,77.01472192,255,495,462
541,60262410,77.12581525,255,518,460
542,60230287,77.08470318,255,518,460
543,60205907,77.05350085,255,518,460
544,60227920,77.08167382,255,515,460
545,60230790,77.08534694,255,515,460
546,60244313,77.10265412,255,514,460
547,60146261,76.97716394,255,508,460
548,60184117,77.0256133,255,504,461
549,60154957,76.98829337,255,710,460
550,60154693,76.98795549,255,710,460
551,60152240,76.98481606,255,703,460
552,60144721,76.975193,255,481,460
553,60197593,77.04286032,255,458,460
554,60196724,77.04174815,255,458,460
555,60175980,77.0151993,255,482,460
556,60165718,77.00206565,255,482,460
557,60208393,77.05668252,255,482,460
558,60212871,77.06241361,255,489,460
559,60173843,77.01246429,255,483,460
560,60189410,77.03238745,255,483,460
561,60227050,77.08056036,255,483,460
562,60216252,77.06674073,255,483,460
563,60196958,77.04204763,255,488,460
564,60196236,77.04112359,255,487,460
565,60225267,77.07827842,255,481,460
566,60230441,77.08490028,255,481,460
567,60217525,77.06836995,255,475,460
568,60185001,77.02674467,255,467,460
569,60221544,77.0735136,255,463,460
570,60221702,77.07371582,255,461,460
571,60222724,77.0750238,255,461,460
572,60222766,77.07507756,255,561,460
573,60226086,77.0793266,255,561,460
574,60246972,77.10605719,255,561,460
575,60230739,77.08528167,255,561,460
576,60235468,77.091334,255,561,460
577,60251498,77.11184972,255,457,460
578,60251649,77.11204297,255,457,460
579,60234989,77.09072096,255,451,460
580,60241906,77.09957356,255,452,460
581,60256240,77.11791868,255,452,460
582,60251474,77.111819,255,452,460
583,60284466,77.15404325,255,450,460
584,60267806,77.13272123,255,449,460
585,60259961,77.12268094,255,448,460
586,60242247,77.10000998,255,441,460
587,60242907,77.10085467,255,441,460
588,60252392,77.11299389,255,437,460
589,60189242,77.03217244,255,429,460
590,60236719,77.09293507,255,425,460
591,60235509,77.09138647,255,420,460
592,60245512,77.10418864,255,420,460
593,60238021,77.09460141,255,636,459
594,60214018,77.06388158,255,420,460
595,60286444,77.15657476,255,637,459
596,60253318,77.11417901,255,638,459
597,60261131,77.12417835,255,420,460
598,60242681,77.10056543,255,420,460
599,60230885,77.08546852,255,420,460
600,60257768,77.11987427,255,530,458
601,60267898,77.13283898,255,530,458
602,60271113,77.13695364,255,420,460
603,60212301,77.06168411,255,636,458
604,60233699,77.08906997,255,634,458
605,60284208,77.15371305,255,632,458
606,60281366,77.15007577,255,632,458
607,60225164,77.0781466,255,409,460
608,60213388,77.06307528,255,513,460
609,60234109,77.0895947,255,504,460
610,60249435,77.10920942,255,610,458
611,60248561,77.10809085,255,610,458
612,60244219,77.10253381,255,606,458
613,60218774,77.06996846,255,605,458
614,60214009,77.06387006,255,606,458
615,60234336,77.08988522,255,606,458
616,60246540,77.10550431,255,502,458
617,60244868,77.10336442,255,605,458
618,60235902,77.09188944,255,503,459
619,60232996,77.08817025,255,389,460
620,60256938,77.11881201,255,605,458
621,60267829,77.13275067,255,605,458
622,60233327,77.08859387,255,606,458
623,60216733,77.06735633,255,497,460
624,60294603,77.16701691,255,605,458
625,60293679,77.16583435,255,497,458
626,60291194,77.16265396,255,497,458
627,60238761,77.09554849,255,594,458
628,60205981,77.05359556,255,593,458
629,60223399,77.07588769,255,589,458
630,60252545,77.1131897,255,582,458
631,60254546,77.11575065,255,582,458
632,60243427,77.10152019,255,575,458
633,60260465,77.12332598,255,574,458
634,60287087,77.15739769,255,574,458
635,60279016,77.14706816,255,574,458
636,60274283,77.14101071,255,576,458
637,60260467,77.12332854,255,573,458
638,60227011,77.08051045,255,576,458
639,60272744,77.13904105,255,574,458
640,60236733,77.09295298,255,577,458
641,60262561,77.12600851,255,577,458
642,60282138,77.1510638,255,577,458
643,60286804,77.1570355,255,572,458
644,60292737,77.16462875,255,570,458
645,60288032,77.15860713,255,570,458
646,60260401,77.12324407,255,571,458
647,60261622,77.12480675,255,564,458
648,60239542,77.09654803,255,560,458
649,60304392,77.1795452,255,554,458
650,60271259,77.13714049,255,552,458
651,60278476,77.14637705,255,535,458
652,60273603,77.14014042,255,545,458
653,60268011,77.1329836,255,530,458
654,60254485,77.11567258,255,544,458
655,60251773,77.11220167,255,544,458
656,60243470,77.10157522,255,529,458
657,60275676,77.14279352,255,543,458
658,60290752,77.16208828,255,529,458
659,60307383,77.18337318,255,441,458
660,60268279,77.13332659,255,531,458
661,60261453,77.12459045,255,542,458
662,60265419,77.12966627,255,529,458
663,60217789,77.06870783,255,540,458
664,60229900,77.08420789,255,540,458
665,60252605,77.11326649,255,542,458
666,60213074,77.06267342,255,539,458
667,60227030,77.08053477,255,527,458
668,60225755,77.07890298,255,522,458
669,60231148,77.08580512,255,520,458
670,60225988,77.07920118,255,518,458
671,60203186,77.05001843,255,506,458
672,60151455,76.98381139,255,504,458
673,60159315,76.99387088,255,516,458
674,60153074,76.98588344,255,514,458
675,60172154,77.01030265,255,502,458
676,60184837,77.02653478,255,502,458
677,60199236,77.04496309,255,502,458
678,60199619,77.04545327,255,502,458
679,60162377,76.99778973,255,505,458
680,60168408,77.0055084,255,502,458
681,60184101,77.02559282,255,502,458
682,60179337,77.01949569,255,493,458
683,60180596,77.021107,255,493,458
684,60125073,76.95004684,255,513,458
685,60135489,76.96337758,255,495,458
686,60113799,76.93561801,255,481,458
687,60114017,76.93589701,255,481,458
688,60105848,76.92544205,255,503,456
689,60032808,76.83196306,255,496,456
690,60024653,76.82152602,255,473,458
691,60022858,76.81922872,255,473,458
692,60052443,76.85709258,255,488,456
693,60052732,76.85746245,255,488,456
694,60016203,76.81071143,255,462,458
695,60006479,76.79826634,255,463,458
696,60021007,76.81685975,255,463,458
697,60046607,76.84962347,255,463,458
698,60108587,76.92894752,255,703,456
699,60089478,76.90449119,255,488,456
700,60080054,76.89243004,255,482,458
701,60127100,76.95264106,255,487,456
702,60096853,76.91392996,255,487,456
703,60014597,76.80865602,255,482,458
704,60069168,76.87849778,255,458,458
705,60065266,76.87350388,255,480,456
706,60063234,76.87090325,255,480,456
707,60051875,76.85636563,255,478,456
708,60016591,76.81120801,255,685,457
709,60070899,76.88071317,255,680,456
710,60033114,76.83235469,255,440,458
711,60072072,76.88221442,255,462,456
712,60067152,76.87591764,255,462,456
713,60014328,76.80831175,255,438,458
714,60039994,76.84115994,255,572,456
715,60060217,76.867042,255,572,456
716,60102755,76.92148353,255,573,456
717,60109843,76.93055499,255,573,456
718,60026792,76.82426358,255,444,458
719,60044711,76.84719691,255,681,456
720,60031215,76.82992429,255,447,458
721,60054694,76.85997348,255,462,456
722,60071068,76.88092947,255,460,456
723,60037291,76.83770055,255,568,456
724,60047929,76.85131541,255,456,456
725,60067310,76.87611985,255,447,456
726,60077199,76.88877612,255,447,456
727,60096520,76.91350377,255,450,456
728,60038623,76.83940529,255,655,456
729,60093851,76.9100879,255,546,456
730,60092048,76.90778036,255,547,456
731,60080869,76.89347311,255,545,456
732,60082679,76.89578961,255,545,456
733,60045772,76.84855481,255,548,456
734,60090646,76.90598603,255,439,456
735,60106486,76.92625859,255,549,456
736,60113753,76.93555913,255,549,456
737,60055507,76.86101399,255,545,456
738,60086275,76.90039188,255,655,456
739,60122997,76.94738991,255,545,456
740,60074393,76.88518491,255,541,456
741,60072631,76.88292984,255,541,456
742,60065923,76.87434473,255,541,456
743,60082031,76.89496027,255,530,456
744,60061909,76.86920748,255,524,456
745,60134593,76.96223085,255,522,456
746,60132414,76.9594421,255,522,456
747,60135064,76.96283365,255,520,456
748,60096258,76.91316846,255,523,456
749,60193604,77.03775507,255,736,455
750,60100814,76.91899938,255,521,456
751,60177094,77.01662503,255,521,456
752,60191667,77.03527603,255,521,456
753,60151611,76.98401105,255,734,456
754,60133657,76.96103293,255,523,456
755,60131541,76.9583248,255,523,456
756,60135704,76.96365275,255,521,456
757,60168716,77.00590259,255,736,454
758,60129595,76.95583425,255,517,456
759,60161516,76.99668779,255,515,456
760,60219731,77.07119327,255,509,456
761,60222318,77.07450419,255,509,456
762,60288750,77.15952605,255,1172,23
763,60390381,77.28959675,255,1171,18
764,60422348,77.33050917,255,1163,2
765,60446863,77.36188427,255,1170,0
766,60511224,77.4442556,255,1165,0
767,60556497,77.50219747,255,1164,0
768,60489964,77.41704635,255,1169,0
769,60554987,77.50026493,255,1163,1
770,60491369,77.41884452,255,1166,0
771,60564182,77.51203299,255,1165,0
772,60601352,77.55960438,255,1165,0
